区域,名称,景点id,类型,级别,热度,经纬度
浙江·舟山·普陀山,慧济禅寺,2143075417,文化古迹,,热度 0.,"122.392426,30.018257"
山东·烟台·昆嵛山国家森林公园,岳姑殿景区,1097966589,文化古迹,,热度 0.,"121.767962,37.304656"
云南·丽江·玉龙县,石鼓镇,3600389927,文化古迹,,热度 0.,"99.96151,26.869708"
曼谷,西昌寺,682561357,文化古迹,,热度 0.,"113.0831262,41.3824014"
台湾·台北,龙山寺,329758596,文化古迹,,热度 0.,"121.50159553068,25.036387252227"
北京·北京·西城区,李大钊故居,842073801,文化古迹,,热度 0.,"116.372451,39.910581"
贵州·遵义·遵义县,遵义会议会址,1851976753,文化古迹,4A景区,热度 1.,"106.926268,27.694178"
河内,文庙,2461989267,文化古迹,,热度 1.,"105.82986317603535,21.022300889032202"
广东·广州·越秀区,六榕寺,1269131155,文化古迹,,热度 0.,"113.266816,23.134193"
江苏·苏州·吴中区,太湖大桥,1816896204,文化古迹,,热度 0.,"120.348727,31.177774"
台湾·台北,孔庙,3689232713,文化古迹,,热度 1.,"121.51444856364,25.097849582553"
京都府·京都,龙安寺,340873103,文化古迹,,热度 1.,"135.721123,35.027842"
英格兰·伦敦,白金汉宫,2956083718,文化古迹,,热度 1.,"-0.14189,51.501364"
河北·石家庄·正定县,马家大院,440886958,文化古迹,,热度 0.,"114.57786885859,38.153171038078"
北京·北京·门头沟区,爨底下村,28234469,文化古迹,,热度 0.,"115.652531,40.001517"
山东·淄博·沂源县,618战备电台旧址,407798076,文化古迹,3A景区,热度 0.,"118.011478,36.232439"
江苏·苏州·光福景区,香雪海,3335024141,文化古迹,,热度 0.,"120.378245,31.294476"
斯里巴加湾,博而基亚清真寺,3902655618,文化古迹,,热度 0.,"114.938404,4.889345"
河内,胡志明陵,32154204,文化古迹,,热度 0.,"105.836095,21.038174"
湖北·神农架·香溪源,神农坛,866933422,文化古迹,,热度 0.,"110.401218,31.478588"
江苏·苏州·光福景区,司徒庙,42203906,文化古迹,,热度 0.,"120.3802,31.294345"
云南·大理·大理市,天镜阁景区,2318296232,文化古迹,,热度 0.,"100.24423869044,25.710043901169"
布达佩斯,渔人堡,3986878379,文化古迹,,热度 0.,"19.034613,47.501786"
科克,布拉尼城堡,251878724,文化古迹,,热度 0.,"-8.5730734,51.9290922"
清迈府·清迈,双龙寺,3016966032,文化古迹,,热度 1.,"98.919832,18.8049291"
北荷兰省·阿姆斯特丹,羊角村,90795166,文化古迹,,热度 0.,"5.9813278,52.733479"
马六甲·三宝山,三保庙,2429103899,文化古迹,,热度 0.,"102.2551773,2.198584"
北京·北京·西城区,烟袋斜街,441725487,文化古迹,,热度 0.,"116.400081,39.945678"
普吉岛,查龙寺,2246523417,文化古迹,,热度 0.,"98.338534,7.846989"
台湾·新北,九份老街,1210175175,文化古迹,,热度 0.,"121.843847,25.108509"
江苏·苏州·张家港市,永庆寺,3145840606,文化古迹,,热度 0.,"120.648005,31.770966"
江西·赣州·赣县,寨九坳风景区,939653687,文化古迹,,热度 0.,"115.306504,26.138497"
江苏·南京·高淳县,高淳老街,816268262,文化古迹,4A景区,热度 0.,"118.875284,31.32522"
山东·临沂·沂蒙山旅游区（龟蒙景区）,蒙山人家,2029996995,文化古迹,,热度 0.,"117.834061,35.532351"
浙江·丽水·松阳县,延庆寺塔,1096134345,文化古迹,,热度 0.,"119.465348,28.458975"
山东·泰安·肥城,翦云山,1745868520,文化古迹,3A景区,热度 0.,"116.841749,36.22603"
四川·广安·广安区,宝箴塞民俗文化村,2736387369,文化古迹,3A景区,热度 0.,"106.077937,30.355173"
台湾·台南,安平老街,2130330996,文化古迹,,热度 0.,"120.163618,23.000734"
阿格拉,法塔赫布尔西格里,3512206217,文化古迹,,热度 0.,"77.67091,27.103908"
山东·青岛·市南区,总督府,1568461232,文化古迹,,热度 0.,"120.33103801099,36.070581300879"
巴厘岛,象窟,45433467,文化古迹,,热度 1.,"115.25758307230001,-8.494224969524698"
剑桥·剑桥大学,数学桥,1343447969,文化古迹,,热度 0.,"0.131235,52.202545"
北京·北京·门头沟区,爨底下村,28234469,文化古迹,,热度 0.,"115.652531,40.001517"
山东·淄博·沂源县,618战备电台旧址,407798076,文化古迹,3A景区,热度 0.,"118.011478,36.232439"
江苏·苏州·光福景区,香雪海,3335024141,文化古迹,,热度 0.,"120.378245,31.294476"
斯里巴加湾,博而基亚清真寺,3902655618,文化古迹,,热度 0.,"114.938404,4.889345"
河内,胡志明陵,32154204,文化古迹,,热度 0.,"105.836095,21.038174"
曼谷,西昌寺,682561357,文化古迹,,热度 0.,"113.0831262,41.3824014"
台湾·台北,龙山寺,329758596,文化古迹,,热度 0.,"121.50159553068,25.036387252227"
北京·北京·西城区,李大钊故居,842073801,文化古迹,,热度 0.,"116.372451,39.910581"
四川·成都·都江堰,二王庙,3843116372,文化古迹,,热度 0.,"103.617179,31.012103"
福建·漳州·漳州土楼群,长源楼,2202257127,文化古迹,,热度 0.,"117.68148167759,24.619930046377"
福建·龙岩·高北土楼群（永定土楼）,承启楼,1050805613,文化古迹,,热度 0.,"117.015804,24.666504"
湖北·神农架·香溪源,神农坛,866933422,文化古迹,,热度 0.,"110.401218,31.478588"
河南·平顶山·舞钢市,祥龙谷景区,979358667,文化古迹,3A景区,热度 0.,"113.514448,33.19907"
湖南·湘西·凤凰县,湘西陈斗南宅院,2132442466,文化古迹,,热度 0.,"109.611489,27.953933"
云南·楚雄·姚安县,姚安路军民总管府,1103424947,文化古迹,,热度 0.,"101.209116,25.593359"
湖南·益阳·安化县,安化茶马古道风景区,3717320983,文化古迹,4A景区,热度 0.,"111.39977,28.380698"
山东·济南·平阴县,云翠山,3874268801,文化古迹,,热度 0.,"116.308028,36.079107"
江苏·苏州·光福景区,司徒庙,42203906,文化古迹,,热度 0.,"120.3802,31.294345"
贵州·黔东南·凯里市,石龙寨,3597117942,文化古迹,,热度 0.,"108.541582,25.90681"
浙江·温州·永嘉县,丽水古街,2624834664,文化古迹,,热度 0.,"120.742187,28.342125"
台湾·台南,台南孔庙,2367079066,文化古迹,,热度 0.,"120.19799898423,22.987346712729"
福建·泉州·鲤城区,府文庙,2178563996,文化古迹,,热度 0.,"118.596567,24.911568"
重庆·重庆·渝中区,十八梯,2042380039,文化古迹,,热度 0.,"106.578736,29.556808"
辽宁·葫芦岛·绥中县,孟姜女庙,369327793,文化古迹,,热度 0.,"119.907827,40.006693"
香港·香港·九龙,红磡观音庙,4094346675,文化古迹,,热度 0.,"114.197269,22.310954"
北京·北京·朝阳区,北京东岳庙,2029948563,文化古迹,,热度 0.,"116.450624,39.929643"
重庆·重庆·九龙坡区,巴国城,4287021215,文化古迹,,热度 0.,"106.479481,29.502433"
安徽·黄山·黟县,关麓古村,983499325,文化古迹,3A景区,热度 0.,"117.875771,29.902196"
威尼斯,圣马可广场,1828538827,文化古迹,,热度 1.,"12.337679,45.434194"
广东·韶关·曲江区,南华寺,1650519016,文化古迹,,热度 0.,"113.638507,24.649176"
台湾·南投·日月潭,玄奘寺,3225917050,文化古迹,,热度 0.,"120.91683290259,23.847681899569"
浙江·金华·婺城区,八咏楼,1015245109,文化古迹,,热度 0.,"119.669749,29.10402"
加德满都,帕提那寺,992147559,文化古迹,,热度 0.,"85.348757,27.709927"
北京·北京·古北口文化文物旅游区,古北口长城,3099057431,文化古迹,3A景区,热度 0.,"117.172205,40.689651"
云南·德宏·芒市,佛光寺,1270432381,文化古迹,,热度 0.,"98.596256,24.444454"
巴厘岛,圣泉寺,3999543004,文化古迹,,热度 0.,"115.316016,-8.414619"
河南·新乡·新乡县,京华园,2309562123,文化古迹,4A景区,热度 0.,"113.792015,35.196004"
阿格拉,阿格拉堡,2304792298,文化古迹,,热度 0.,"78.01749,27.180428"
京都府·京都,醍醐寺,2071685945,文化古迹,,热度 1.,"135.819308,34.951029"
约克,约克城墙,2130869381,文化古迹,,热度 0.,"-1.082008,53.96175"
西藏·拉萨·城关区,拉萨清真大寺,1533692621,文化古迹,,热度 0.,"91.138265,29.648721"
湖南·湘西·永顺县,不二门,1552208925,文化古迹,,热度 0.,"109.850874,28.98976"
北荷兰省·阿姆斯特丹,羊角村,90795166,文化古迹,,热度 0.,"5.9813278,52.733479"
马六甲·三宝山,三保庙,2429103899,文化古迹,,热度 0.,"102.2551773,2.198584"
巴登-符腾堡州·巴登巴登,巴登巴登,1665044240,文化古迹,,热度 0.,"8.0743252,48.7572451"
爱丁堡,荷里路德宫,802984058,文化古迹,,热度 0.,"-3.1744611,55.9527138"
河北·张家口·桥西区,张家口堡,3907513103,文化古迹,3A景区,热度 0.,"114.88174,40.826053"
河北·保定·雄县,宋辽边关古地道,1528523296,文化古迹,,热度 0.,"116.12204,38.995831"
台湾·新竹,湖口老街,3619707842,文化古迹,,热度 0.,"121.04908536696,24.871295633852"
陕西·西安·终南山古楼观,延生观,2946399846,文化古迹,,热度 0.,"108.309032,34.06799"
江苏·扬州·广陵区,馥园,868482396,文化古迹,,热度 0.,"119.452726,32.403146"
浙江·嘉兴·盐官观潮景区,花居雅舍,3360689367,文化古迹,,热度 0.,"120.553221,30.408249"
北京·北京·石景山区,中国第四纪冰川遗迹陈列馆,3572400943,文化古迹,,热度 0.,"116.168533,39.94351"
江西·上饶·婺源县,源头古村,4012512289,文化古迹,,热度 0.,"117.613255,29.403573"
福建·龙岩·洪坑土楼群,福裕楼,2296265193,文化古迹,,热度 0.,"116.986127,24.66245"
江苏·苏州·张家港市,永庆寺,3145840606,文化古迹,,热度 0.,"120.648005,31.770966"
江西·赣州·赣县,寨九坳风景区,939653687,文化古迹,,热度 0.,"115.306504,26.138497"
浙江·丽水·松阳县,延庆寺塔,1096134345,文化古迹,,热度 0.,"119.465348,28.458975"
江苏·南京·高淳县,高淳老街,816268262,文化古迹,4A景区,热度 0.,"118.875284,31.32522"
江苏·南京·栖霞区,长江观音景区,25603024,文化古迹,,热度 0.,"118.803931,32.133416"
曼德勒,敏贡佛塔,1273873077,文化古迹,,热度 0.,"96.017286,22.050913"
暹粒省·暹粒,柬埔寨民俗文化村,714854800,文化古迹,,热度 0.,"103.83138,13.377851"
江西·南昌·进贤县,西湖李家,3515398243,文化古迹,,热度 0.,"116.266017,28.518851"
湖南·湘西·凤凰古城,万寿宫,4046126515,文化古迹,,热度 0.,"109.614637,27.953957"
广西·柳州·三江县,柳州三江县丹洲景区,1287048627,文化古迹,4A景区,热度 0.,"109.452275,25.378445"
重庆·重庆·巫山县,巫山大昌古镇,252062101,文化古迹,,热度 0.,"109.82665,31.260033"
浙江·杭州·上城区,杭州白塔公园,3285519816,文化古迹,,热度 0.,"120.150013,30.205941"
陕西·西安·雁塔区,大汉上林苑,3747560198,文化古迹,3A景区,热度 0.,"109.0317,34.186433"
山东·泰安·肥城,翦云山,1745868520,文化古迹,3A景区,热度 0.,"116.841749,36.22603"
山东·临沂·沂蒙山旅游区（龟蒙景区）,蒙山人家,2029996995,文化古迹,,热度 0.,"117.834061,35.532351"
四川·广安·广安区,宝箴塞民俗文化村,2736387369,文化古迹,3A景区,热度 0.,"106.077937,30.355173"
暹粒省·暹粒,罗洛士群,2821823116,文化古迹,,热度 0.,"103.850257,13.3522909"
山西·太原·晋源区,店头古堡,1346261651,文化古迹,,热度 0.,"112.467022,37.74188"
山西·吕梁·孝义,三皇庙,4209465847,文化古迹,,热度 0.,"111.761537,37.147415"
湖南·怀化·洪江市,黔阳古城,2038952223,文化古迹,,热度 0.,"109.825401,27.196121"
柬埔寨,巴空寺,1911854265,文化古迹,,热度 0.,"103.9717675,13.3359411"
湖北·宜昌·三峡人家,巴王寨,3489849372,文化古迹,,热度 0.,"111.170813,30.805766"
山东·潍坊·青州市,青州古城,1037078180,文化古迹,5A景区,热度 0.,"118.485248,36.690079"
山东·济宁·济宁莲花湖湿地,中都民俗馆,4117495603,文化古迹,,热度 0.,"116.526671,35.774862"
黑龙江·哈尔滨·南岗区,哈尔滨极乐寺,2318930417,文化古迹,,热度 0.,"126.670959,45.782229"
云南·楚雄·元谋县,黑井古镇,2693388193,文化古迹,3A景区,热度 0.,"101.752278,25.370537"
广东·江门·开平市,花水寨旅游景区,2057053306,文化古迹,,热度 0.,"112.581836,22.36714"
河北·张家口·蔚州古城景区,蔚州署,2203336057,文化古迹,,热度 0.,"114.575276,39.844757"
法国,戛纳老港,4255279570,文化古迹,,热度 0.,"7.0116593,43.54966"
江西·南昌·梅岭景区,梅岭紫清山,2727534163,文化古迹,,热度 0.,"115.730229,28.733244"
河北·承德·围场县,大清猎苑,2269011107,文化古迹,,热度 0.,"117.203968,42.363288"
香港·香港·香港岛,华富邨,609570453,文化古迹,,热度 0.,"114.18071,22.252436"
巴厘岛,母神庙,3558130678,文化古迹,,热度 0.,"115.1694617,-8.5439829"
加利福尼亚州·加利福尼亚州,圣地亚哥老城区公园,829691538,文化古迹,,热度 0.,"-33.46912,-70.642"
南岛·基督城,桑莫纳,486503670,文化古迹,,热度 0.,"172.4589922,-43.513046"
米兰,斯福尔扎城堡,2299308280,文化古迹,,热度 0.,"9.1771438,45.4704762"
北爱尔兰·贝尔法斯特,贝尔法斯特大歌剧院,2108847514,文化古迹,,热度 0.,"-5.93457,54.595184"
威尼斯,学院美术馆,1779930467,文化古迹,,热度 0.,"12.328141,45.431068"
那不勒斯,新堡,501928631,文化古迹,,热度 0.,"14.252361,40.8396"
伊斯坦布尔,贝勒贝伊宫,3600787288,文化古迹,,热度 0.,"29.03981,41.042079"
纽约州·纽约,纽约市政厅,378017787,文化古迹,,热度 0.,"-74.006004,40.712749"
京都府·京都,法然院,3923454439,文化古迹,,热度 0.,"135.797409,35.023987"
京都府·京都,高台寺,1453097685,文化古迹,,热度 0.,"135.781219,35.000771"
京都府·京都,知恩院,3040299287,文化古迹,,热度 0.,"135.783478,35.005878"
京都府·京都,北野天满宫,1444795697,文化古迹,,热度 0.,"135.735107,35.031246"
大阪府·大阪,法善寺横丁,3328009809,文化古迹,,热度 0.,"135.502228,34.667885"
阿格拉,法塔赫布尔西格里,3512206217,文化古迹,,热度 0.,"77.67091,27.103908"
威尔士·加的夫,加的夫城堡,3938159373,文化古迹,,热度 0.,"-3.183412,51.481052"
约克,约克肉铺街,1081942660,文化古迹,,热度 0.,"-1.080093,53.959419"
阿布扎比,阿布扎比民俗村,1587165960,文化古迹,,热度 0.,"54.3310725689,24.4766129571"
暹粒省·暹粒,空中宫殿,517823775,文化古迹,,热度 0.,"103.856009,13.445661"
广南省·会安,会安古镇,247024875,文化古迹,,热度 0.,"108.337356,15.884569"
兰斯,朵宫,3744927033,文化古迹,,热度 0.,"4.034873,49.253483"
隆达,龙达斗牛场,712794059,文化古迹,,热度 0.,"-5.166775,36.742787"
大城府·大城,帕司山碧佛寺,3411197422,文化古迹,,热度 0.,"100.5586125,14.35587"
康提,狮子岩,371333526,文化古迹,,热度 0.,"80.760538,7.956673"
雅典,波塞冬神庙,2374789332,文化古迹,,热度 0.,"24.024591,37.650517"
曼德勒,因瓦古城,3646012366,文化古迹,,热度 0.,"95.980715,21.856281"
法国,布洛瓦皇家城堡,689149242,文化古迹,,热度 0.,"1.3283942,47.5853918"
英格兰·伦敦,阿尼克城堡,2625674079,文化古迹,,热度 0.,"-1.7081091,55.4155828"
新疆·喀什·麦盖提县,刀郎乡里,2394698300,文化古迹,,热度 0.,"77.699877,39.013786"
山东·青岛·崂山,崂山文化体验园,3515360999,文化古迹,,热度 0.,"120.566766,36.134041"
江苏·苏州·太湖西山岛,大如意圣境（苏州大观音禅寺）,2735831333,文化古迹,,热度 0.,"120.248019,31.102564"
山西·太原·晋源区,店头古堡,1346261651,文化古迹,,热度 0.,"112.467022,37.74188"
山西·吕梁·孝义,三皇庙,4209465847,文化古迹,,热度 0.,"111.761537,37.147415"
湖南·怀化·洪江市,黔阳古城,2038952223,文化古迹,,热度 0.,"109.825401,27.196121"
柬埔寨,巴空寺,1911854265,文化古迹,,热度 0.,"103.9717675,13.3359411"
湖北·宜昌·三峡人家,巴王寨,3489849372,文化古迹,,热度 0.,"111.170813,30.805766"
江苏·扬州,扬州东关街历史文化街,182965587,文化古迹,,热度 0.,"119.458133,32.403549"
江苏·扬州·高邮市,同兴当铺,3121688245,文化古迹,,热度 0.,"119.705382,32.92017"
河北·张家口·蔚县,常平仓,3414561188,文化古迹,,热度 0.,"114.577278,39.849772"
安徽·黄山·黟县,屏山村,2578540346,文化古迹,,热度 0.,"117.987148,29.945909"
广东·韶关·浈江区,风采楼,2692602726,文化古迹,,热度 0.,"113.606034,24.813031"
广西·南宁·宾阳县,宾阳蔡氏书香古宅群景区,4294194927,文化古迹,3A景区,热度 0.,"108.989218,23.111714"
湖南·郴州·桂阳县,宝山国家矿山公园,4102573890,文化古迹,,热度 0.,"112.722372,25.742672"
河北·秦皇岛·抚宁县,傍水崖景区,3719857174,文化古迹,,热度 0.,"119.57509,40.132214"
安徽·宣城·宁国市,吴越古道,2010300493,文化古迹,,热度 0.,"119.124492,30.350678"
山东·潍坊·青州市,青州古城,1037078180,文化古迹,5A景区,热度 0.,"118.485248,36.690079"
山东·济宁·济宁莲花湖湿地,中都民俗馆,4117495603,文化古迹,,热度 0.,"116.526671,35.774862"
黑龙江·哈尔滨·南岗区,哈尔滨极乐寺,2318930417,文化古迹,,热度 0.,"126.670959,45.782229"
香港·香港·香港岛,华富邨,609570453,文化古迹,,热度 0.,"114.18071,22.252436"
河北·承德·围场县,大清猎苑,2269011107,文化古迹,,热度 0.,"117.203968,42.363288"
云南·楚雄·元谋县,黑井古镇,2693388193,文化古迹,3A景区,热度 0.,"101.752278,25.370537"
山东·淄博·淄川区,梦泉生态旅游区,18783472,文化古迹,3A景区,热度 0.,"118.152691,36.439698"
浙江·绍兴·越城区,护城河,2486478266,文化古迹,,热度 0.,"120.594035,29.987956"
浙江·绍兴·绍兴古城,大通学堂,3809388302,文化古迹,,热度 0.,"120.577978,30.010979"
广西·玉林·三名旅游景区,贵妃园,3811565790,文化古迹,,热度 0.,"110.566624,22.861881"
北荷兰省·阿姆斯特丹,阿姆斯特丹杜莎夫人蜡像馆,3256380287,文化古迹,,热度 0.,"4.892432,52.372914"
安徽·亳州·毫州市,陈抟庙,210860228,文化古迹,3A景区,热度 0.,"115.673522,33.875281"
安徽·池州·仙寓山,石台古徽道,41341110,文化古迹,,热度 0.,"117.243773,30.035025"
山西·运城·绛县,紫云寺,1062375098,文化古迹,,热度 0.,"111.558269,35.572934"
新疆·吐鲁番·吐鲁番市,雅尔湖千佛洞,2341017980,文化古迹,,热度 0.,"89.488521,42.991858"
浙江·绍兴·绍兴古城,大通学堂,3809388302,文化古迹,,热度 0.,"120.577978,30.010979"
广西·玉林·三名旅游景区,贵妃园,3811565790,文化古迹,,热度 0.,"110.566624,22.861881"
北荷兰省·阿姆斯特丹,阿姆斯特丹杜莎夫人蜡像馆,3256380287,文化古迹,,热度 0.,"4.892432,52.372914"
广东·韶关·浈江区,风采楼,2692602726,文化古迹,,热度 0.,"113.606034,24.813031"
安徽·池州·仙寓山,石台古徽道,41341110,文化古迹,,热度 0.,"117.243773,30.035025"
山西·运城·绛县,紫云寺,1062375098,文化古迹,,热度 0.,"111.558269,35.572934"
江苏·扬州·高邮市,文游台,436206503,文化古迹,,热度 0.,"119.454574,32.801454"
四川·南充·阆中市,阆中大佛寺,3182836564,文化古迹,,热度 0.,"105.9783,31.5712"
安大略省·多伦多,卡萨罗马城堡,2610018479,文化古迹,,热度 0.,"-79.4095,43.678036"
四川·成都·邛崃市,平乐古镇,1922601614,文化古迹,4A景区,热度 0.,"103.342668,30.350507"
云南·丽江·古城区,哈里谷,2053803837,文化古迹,,热度 0.,"100.210048,26.926546"
日内瓦,日内瓦市政厅,1828978422,文化古迹,,热度 0.,"6.1470383406,46.2008865011"
波恩,贝多芬故居,4086759676,文化古迹,,热度 0.,"7.0990482,50.7368634"
雅典,古奥林匹亚遗址,4167704109,文化古迹,,热度 0.,"21.496342,37.647233"
江苏·苏州·太湖西山岛,明月湾古村,1750979951,文化古迹,,热度 0.,"120.314515,31.134916"
湖南·株洲·炎陵,湖南炎帝陵,2330982243,文化古迹,4A景区,热度 1.,"113.676866,26.422129"
法国,舍农梭堡,3146660528,文化古迹,,热度 0.,"1.070305,47.325065"
加泰罗尼亚·巴塞罗那,蒙锥克城堡,1214699202,文化古迹,,热度 0.,"2.166302,41.363411"
山东·烟台·栖霞市,太虚宫,670387828,文化古迹,3A景区,热度 0.,"120.8431,37.348752"
山东·临沂·平邑县,明光寺景区,2815640380,文化古迹,,热度 0.,"117.84959,35.590944"
陕西·宝鸡·岐山县,五丈塬诸葛亮庙,2657055586,文化古迹,,热度 0.,"107.632511,34.27062"
浙江·金华·武义县,郭洞古生态村,1740172247,文化古迹,3A景区,热度 0.,"119.840628,28.82083"
浙江·杭州·桐庐县,桐庐雅鲁漂流,631864041,文化古迹,,热度 0.,"119.318352,29.942329"
江西·赣州·瑞金市,二苏大景区,2737878315,文化古迹,5A景区,热度 0.,"116.008993,25.887327"
广东·广州·越秀区,黄花岗七十二烈士陵园,3262957679,文化古迹,4A景区,热度 0.,"113.301578,23.146328"
江西·赣州·瑞金市,瑞金红井,2289629704,文化古迹,5A景区,热度 0.,"116.014033,25.885686"
山西·运城·永济市,蒲津渡,1986495772,文化古迹,,热度 0.,"110.297885,34.851085"
江西·赣州·瑞金市,叶坪革命遗址,852357325,文化古迹,5A景区,热度 0.,"116.079721,25.912296"
山西·大同·城区,法华寺,983954373,文化古迹,,热度 0.,"113.316965,40.099506"
安徽·亳州·利辛县,伍奢冢遗址,3485908868,文化古迹,,热度 0.,"115.995299,33.18058"
辽宁·朝阳·朝阳县,涌泉寺,745545794,文化古迹,,热度 0.,"120.4181257565,41.417060581695"
山西·忻州·忻府区,忻州城楼,3364186539,文化古迹,,热度 0.,"112.729489,38.434636"
西藏·拉萨·达孜县,扎耶巴寺,1383050492,文化古迹,,热度 0.,"91.267809,29.754243"
江苏·无锡·江阴市,华西金塔,1520999805,文化古迹,,热度 0.,"120.441402,31.839378"
新疆·巴音郭楞·和静县,巴仑台黄庙,452844462,文化古迹,3A景区,热度 0.,"86.322277,42.759522"
广东·江门·开平市,龙冈古庙,2474503907,文化古迹,,热度 0.,"112.76776,22.457246"
新疆·巴音郭楞·和静县,察吾乎沟口墓葬群,112030323,文化古迹,,热度 0.,"86.390826,42.329546"
四川·成都·彭州市,地震遗址,716973367,文化古迹,,热度 0.,"104.049617034,30.6364766778"
辽宁·鞍山·铁东区,鞍山古城址,3878792349,文化古迹,,热度 0.,"123.001331,41.115018"
浙江·温州·鹿城区,护国岭窑址,4031538881,文化古迹,,热度 0.,"120.64266347783,28.000000456428"
湖南·岳阳·岳阳楼区,四牌楼,1778003482,文化古迹,,热度 0.,"112.567622681,29.5224521563"
四川·宜宾·高县,石门古道,3704561540,文化古迹,,热度 0.,"104.524013,28.442526"
浙江·丽水·松阳县,石仓清代民居群,4239666015,文化古迹,,热度 0.,"119.48861,28.454887"
甘肃·武威·凉州区,天梯山石窟,2106639260,文化古迹,,热度 0.,"102.744908,37.561851"
浙江·金华·婺城区,天宁寺,2262950625,文化古迹,,热度 0.,"119.484166,28.866402"
河南·许昌·许昌县,贾诩墓,2235149379,文化古迹,,热度 0.,"113.877921,34.146313"
陕西·榆林·榆阳区,榆阳桥,682683730,文化古迹,,热度 0.,"109.74112548643,38.284014694981"
北京·北京·密云县,杨令公祠,1089685709,文化古迹,,热度 0.,"117.170385,40.7034"
河南·洛阳·孟津县,百家姓祠,2864395685,文化古迹,,热度 0.,"112.45198430655,34.831035803008"
河南·三门峡·灵宝市,黄帝铸鼎塬,860387690,文化古迹,,热度 0.,"110.695122,34.551198"
湖北·黄冈·黄梅县,五祖寺,1074411964,文化古迹,,热度 0.,"115.947629,30.190493"
广西·贺州·钟山县,玉坡小南京,2314726775,文化古迹,,热度 0.,"111.14549745074,24.471276820119"
江苏·连云港·海州区,龙洞庵,748912291,文化古迹,,热度 0.,"119.185084,34.567948"
山东·济南·章丘市,碧霞元君祠,726818071,文化古迹,,热度 0.,"117.49424,36.560597"
湖北·宜昌·兴山县,昭君村,1210903494,文化古迹,3A景区,热度 0.,"110.735724,31.266152"
澳门·澳门·澳门半岛,圣弥额尔小堂,1420636496,文化古迹,,热度 0.,"113.545071,22.198546"
北京·北京·丰台区,金中都遗址,2780661557,文化古迹,,热度 0.,"116.336658,39.867629"
浙江·湖州·南浔区,广惠宫,1770114757,文化古迹,,热度 0.,"120.43905396053,30.875866880653"
宁夏·中卫·海原县,西安州古城,1799743956,文化古迹,,热度 0.,"105.485989,36.595753"
湖南·湘潭·湘潭县,湘潭秋瑾故居,2851820553,文化古迹,,热度 0.,"120.586232,29.993858"
江苏·南京·玄武区,廖仲恺、何香凝墓,2673905095,文化古迹,,热度 0.,"118.829612,32.055772"
青海·海南藏族自治州·贵德县,贵德明清古建筑群,767520550,文化古迹,,热度 0.,"101.4371894212,36.047318880742"
山西·大同·大同县,平城遗址,1500996998,文化古迹,,热度 0.,"113.259647,40.144861"
上海·上海·闵行区,马桥遗址,1105949048,文化古迹,,热度 0.,"121.38943920058,31.040861385317"
河北·沧州·青县,盘古庙,4186274400,文化古迹,,热度 0.,"116.806493,38.52654"
安徽·淮北·濉溪县,淮海战役双堆集烈士陵园,4148209065,文化古迹,,热度 0.,"116.904383,33.421636"
广东·肇庆·德庆县,金林水乡,3052781260,文化古迹,,热度 0.,"111.816427,23.29314"
江苏·扬州·邗江区,高旻寺,3100808654,文化古迹,,热度 0.,"119.423787,32.328699"
四川·资阳·乐至县,龙门报国寺,2156926020,文化古迹,,热度 0.,"105.13671458125,30.344761535311"
广西·北海·合浦县,合浦古汉墓,2966122122,文化古迹,,热度 0.,"109.116127919,21.466718235"
新疆·巴音郭楞·焉耆县,巴州博格达沁故城,2538884373,文化古迹,,热度 0.,"86.159757,41.767951"
北京·北京·房山区,房山世界地质公园,4150417,文化古迹,,热度 0.,"115.882288,39.590974"
河北·唐山·遵化市,禅林寺古银杏风景园,2766654580,文化古迹,3A景区,热度 0.,"118.025954,40.290633"
北京·北京·房山区,新洞人遗址,2350380617,文化古迹,,热度 0.,"115.937653,39.695993"
山东·济宁·曲阜,金碑亭,3067227516,文化古迹,,热度 0.,"116.995265,35.598589"
河南·商丘·睢县,龙岗遗址,3240582005,文化古迹,,热度 0.,"115.058042,34.405063"
湖南·张家界·永定区,张家界老院子,2027257813,文化古迹,,热度 0.,"110.527321,29.123316"
内蒙古·呼和浩特·土默特左旗,乌兰夫故居,2356517749,文化古迹,3A景区,热度 0.,"111.64975023353,40.819540576274"
贵州·黔东南·镇远县,铜鼓苗寨,3519886570,文化古迹,,热度 0.,"108.436257,27.054857"
北京·北京·西城区,蔡锷故居,3382331452,文化古迹,,热度 0.,"116.383091,39.943998"
广东·湛江·徐闻县,灯楼角,2474617372,文化古迹,,热度 0.,"109.93479708743,20.235317037851"
新疆·喀什·喀什市,唐王城遗址,2248920404,文化古迹,,热度 0.,"78.555666,39.790789"
湖北·武汉·江汉区,辛亥革命烈士公墓,2300084914,文化古迹,4A景区,热度 0.,"114.27693195804,30.578138805193"
北京·北京·西城区,克勤郡王府,2252033323,文化古迹,,热度 0.,"116.375737,39.910165"
内蒙古·呼和浩特·新城区,大窑文化,1675006237,文化古迹,,热度 0.,"111.998654,40.949049"
浙江·宁波·鄞州区,天童禅寺,338528916,文化古迹,,热度 0.,"121.801741,29.811736"
广西·梧州·蒙山县,太平天国封王建制旧址,3777968545,文化古迹,,热度 0.,"110.525017,24.203506"
山东·淄博·桓台县,小庞遗址,247326550,文化古迹,,热度 0.,"117.993027,36.98566"
江西·景德镇·珠山区,湖田古窑遗址,252637057,文化古迹,,热度 0.,"117.257613,29.290279"
